stimNum,stimType,request,rt,trial_type,trial_index,subject,group,Code.ST,Gender,Age,condition,situation,formatting,mean_entitlement,sd_entitlement,mean_imposition,sd_imposition,mean_power,sd_power,mean_distance,sd_distance
1,high_entitlement,Would you mind giving me a hand with my desk?  I really want to finish up as my back hurts.,32775,survey-text,7,63745,group1,EM,Male,42,high,interaction,EM,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,"I know your hurt,  but could you help me move this stuff in. ",41036,survey-text,8,39966,group1,M,Female,35,high,interaction,M,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,Phew! Now I just need your help for this last piece of furniture.,39777,survey-text,3,1392,group1,D,Female,57,high,interaction,D,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,"""Would you be able to help me to move my desk...my back is killing me""",26250,survey-text,3,15859,group1,EM,Male,45,high,interaction,EM,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,Can you help me?,8399,survey-text,5,72774,group1,M,Male,30,high,interaction,M,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,"Hey man, gimme a hand with my desk will ya?",23288,survey-text,9,22232,group1,D,Male,47,high,interaction,D,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,Hey give me a hand with this desk really quick.,23639,survey-text,8,7730,group1,D,Male,34,high,interaction,D,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,"Hey man, I've just about wrecked my back, could you take one end of my desk?",44878,survey-text,4,23737,group1,M,Male,27,high,interaction,M,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,"Hey, do you know someone else who can help us with this desk? My back can't take much more. ",65964,survey-text,2,63609,group1,EM,Female,29,high,interaction,EM,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,"Hey, we're not finished yet--can you help me get my desk into my room?",32014,survey-text,7,63004,group1,M,Male,52,high,interaction,M,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,Could you please help me move my desk into my room?,30649,survey-text,3,52885,group1,M,Male,31,high,interaction,M,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,Could you help me move my desk back into the bedroom? I seemed to have hurt my back.,36331,survey-text,8,86201,group1,M,Male,33,high,interaction,M,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,Would you mind helping me move this desk?,17471,survey-text,6,87835,group1,EM,Male,46,high,interaction,EM,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,mate i need you to help me move this desk please,59055,survey-text,8,92695,group1,D,Male,35,high,interaction,D,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,Hey help me move my desk,21717,survey-text,3,52422,group1,D,Male,23,high,interaction,D,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,Can you help me with my stuff?,10879,survey-text,7,85277,group1,M,Male,30,high,interaction,M,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,Can you give me a hand with this stuff? My back hurts after all of that moving.,19450,survey-text,9,77798,group1,M,Male,27,high,interaction,M,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,low_entitlement,"Do you know anyone who can help lift furniture? I can pay some money and buy them dinner, or you if you want to help.",30280,survey-text,3,11845,group2,IS,Male,30,low,interaction,IS,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,"Hey, do you mind helping me move some furniture? I have more than, I though I did.",68301,survey-text,2,66118,group2,EM,Male,27,low,interaction,EM,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,Do you think you help me move some of my furniture?  Dinner is on me tonight for sure.,58079,survey-text,6,19648,group2,EM,Female,29,low,interaction,EM,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,Can you help me in carrying my furniture? I would be grateful.,73385,survey-text,4,93211,group2,M,Male,25,low,interaction,M,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,Can you help bring the furniture in? It's really heavy and I don't think I can do it myself. ,34424,survey-text,4,58827,group2,M,Male,30,low,interaction,M,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,Would you mind helping me move this stuff?,30062,survey-text,4,62946,group2,EM,Male,37,low,interaction,EM,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,Thanks for the help arranging the U-haul. Could you help me finish moving in? It's too heavy for me to carry alone.,96006,survey-text,9,94586,group2,M,Male,27,low,interaction,M,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,Would you mind helping me move my stuff in too? I'll pay for dinner.,25020,survey-text,6,87042,group2,EM,Male,29,low,interaction,EM,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,"Hey man I would really appreciate it if you could help me move my stuff, I'll get ya back.",28456,survey-text,8,51743,group2,EM,Male,28,low,interaction,EM,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,"I'm so sorry, but could you help me with this? I'll owe you. ",29760,survey-text,6,58100,group2,M,Female,38,low,interaction,M,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,Will you be able to help me move some of my furniture?,28849,survey-text,9,24940,group2,M,Male,49,low,interaction,M,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,Any chance would could help me move?,24195,survey-text,6,93949,group2,M,Female,25,low,interaction,M,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,"Hey, could you help me move this stuff? I'll buy you lunch. ",85516,survey-text,2,27819,group2,M,Male,35,low,interaction,M,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,Hey Bro. Could you help me move this stuff in? I hate to ask but it's heavy and I can't find anyone else to help me at the moment.,31838,survey-text,8,99586,group2,M,Male,39,low,interaction,M,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,"Hey, one last favor: can you help me move these. They#re really heavy.",52896,survey-text,9,61228,group2,M,Male,27,low,interaction,M,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,"Hey, I'm really sorry to have to ask you this, but do you think there's any way you might be able to help me move a few of my things? I know you're already done a lot to help and I really appreciate it, but I could still really use a hand.",51803,survey-text,2,64740,group2,EM,Female,29,low,interaction,EM,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,"Thanks for all the help. I was wondering if there was one more thing you could help me with. I have furniture, a lot of it, and I cant move it by myself, I am wondering if you can help me move it, please?",36102,survey-text,9,6328,group2,EM,Female,25,low,interaction,EM,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,I have furniture we can use for the apartment. Do you think you can help moving it in,46326,survey-text,9,17154,group2,EM,Female,29,low,interaction,EM,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,I know that you have helped out a lot so far but cloud I ask you to help move my stuff. ,47679,survey-text,5,10233,group2,M,Male,34,low,interaction,M,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,"""I know you helped me with the U-haul already, but I could really use your help with the furniture too, is that okay; I would really appreciate it?""",34959,survey-text,4,77780,group2,EM,Male,24,low,interaction,EM,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,Can you help me move some furniture? It's way too heavy for just me.,27269,survey-text,8,22753,group2,M,Female,24,low,interaction,M,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,Can you help me with moving the furniture?,13877,survey-text,5,23266,group2,M,Female,33,low,interaction,M,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,Hey...I know this sucks but I need a little help moving the big stuff in.  I'll grab a pizza and some beers afterwards!,23011,survey-text,7,10094,group2,D,Male,30,low,interaction,D,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,Can you help with the larger items? I know that they are heavy and I can't lift them alone. ,36460,survey-text,7,6531,group2,M,Male,45,low,interaction,M,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,Please help me to arranging things?,62398,survey-text,2,53762,group2,D,Male,32,low,interaction,D,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,can you help me out?,283774,survey-text,3,45629,group2,M,Male,27,low,interaction,M,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,Can you help me move some furniture? I promise I'll make it up to you.,19142,survey-text,9,45152,group2,M,Male,31,low,interaction,M,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,"Hey any chance you could me me with the move, I'd owe you one.",77256,survey-text,6,91125,group2,EM,Male,31,low,interaction,EM,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,Do you know anyone who could help me move? I need some brawn.,19055,survey-text,6,63311,group2,EM,Female,44,low,interaction,EM,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,When would you be able to help move in the furniture? ,108863,survey-text,8,41767,group2,M,Female,28,low,interaction,M,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,Hey you have been a great help but could I ask you for one more favor? I could really use the help to move all of my furniture. Really appreciate it.,65102,survey-text,5,79560,group2,M,Male,37,low,interaction,M,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,Do you mind helping me move some of the furniture?,22124,survey-text,4,29295,group2,EM,Male,30,low,interaction,EM,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,Do you mind helping me move my stuff? I can pay you.,25348,survey-text,8,38517,group2,EM,Female,23,low,interaction,EM,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,Hey man I need a bit of help moving my furniture so we have it to use around the apartment.,74598,survey-text,7,11882,group2,D,Male,36,low,interaction,D,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,Will you help me move?,17964,survey-text,5,78146,group2,M,Male,34,low,interaction,M,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,"Hey, I know you've done a lot already with the move, but I could really use some help moving my furniture. I'll take you out to dinner after.",71558,survey-text,8,56340,group2,EM,Female,27,low,interaction,EM,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,Would you mind helping me on this,9965,survey-text,4,41393,group2,EM,Male,30,low,interaction,EM,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,"hey dude, I hope you ate your wheaties, I need to move my stuff and it's really back breaking. can you help?",59215,survey-text,5,54974,group2,M,Female,50,low,interaction,M,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,"Would you mind helping me move some of my stuff? I know you have done so much, but I dont really have anyone else I can ask. ",47695,survey-text,8,2749,group2,EM,Female,28,low,interaction,EM,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,It would be super awesome if you could keep up your great work and help me move my furniture into my new apartment. It is so heavy for just me to carry by myself.,47548,survey-text,3,36443,group2,EM,Female,29,low,interaction,EM,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,"Hey, I know you've done a lot already but can you help me move some of my stuff in?",32329,survey-text,4,63191,group2,M,Male,36,low,interaction,M,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,Would you mind helping me move to a new apartment? You've been a wonderful friend and I really appreciate.,35991,survey-text,4,41552,group2,EM,Female,27,low,interaction,EM,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
2,high_entitlement,"I hate to ask, but I am short on money right now and was wondering if you would cover my half of the rent. I will get you back as soon as I get paid. ",49483,survey-text,9,2749,group2,EM,Female,28,high,interaction,EM,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,Can you help this month?,12409,survey-text,8,78146,group2,M,Male,34,high,interaction,M,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,"Hey, I hate to ask but would you be able to lend me some money for the rent this month?",44441,survey-text,9,56340,group2,EM,Female,27,high,interaction,EM,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,I need you to cover it this month. ,38905,survey-text,7,41393,group2,D,Male,30,high,interaction,D,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,Can you help me out with this month's rent?,28517,survey-text,8,93211,group2,M,Male,25,high,interaction,M,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,"I really hate to do this to you, but I'm short this month, the hours at work haven't been grand...can you please cover me this month?",15884,survey-text,6,10094,group2,M,Male,30,high,interaction,M,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,could you front me my half of the rent?,30505,survey-text,2,45629,group2,M,Male,27,high,interaction,M,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,"Hey man I need you to cover rent for me, please. ",17119,survey-text,6,51743,group2,D,Male,28,high,interaction,D,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,"Hey, I need to call in a favor -- I'm short on cash and can't make the rent. Can you spot me?",56644,survey-text,9,58100,group2,M,Female,38,high,interaction,M,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,can you help me to pay rent? ,45187,survey-text,5,53762,group2,M,Male,32,high,interaction,M,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,"Hey, do you think you might be able to spot me for the rent?",20553,survey-text,8,64740,group2,M,Female,29,high,interaction,M,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,"Hey, I'm a little short, so can you cover me this month?",26788,survey-text,7,24940,group2,M,Male,49,high,interaction,M,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,"Hey, could you help me out this one time? I don't have the money on me right now and I'll gladly help you again in the future if needed.",24398,survey-text,2,11600,group2,M,Male,23,high,interaction,M,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,"Hey, I'm short on rent this month. Can you help me out?",21531,survey-text,2,6531,group2,M,Male,45,high,interaction,M,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,"Hey, would you mind covering for me until I get paid?",22476,survey-text,7,22753,group2,EM,Female,24,high,interaction,EM,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,"I'm a little short on the rent this month, can you help me out?",33924,survey-text,6,62946,group2,M,Male,37,high,interaction,M,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,"Hey Kelsey, is there any chance you could cover my rent this month like I covered yours last time? Thank you I really appreciate it ",55090,survey-text,7,41767,group2,EM,Female,28,high,interaction,EM,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,I'm late on rent have no money right now. Could you lend me some?,37247,survey-text,8,94586,group2,M,Male,27,high,interaction,M,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,Would you be able to help me cover rent this month?,17362,survey-text,9,63191,group2,EM,Male,36,high,interaction,EM,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,Dude I'm going to need you to help cover my share of the rent this month it's only fair considering Ive covered your share in the past.,56456,survey-text,4,11882,group2,D,Male,36,high,interaction,D,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,"It seems I'm low on the cash this month, mind covering for me?",23126,survey-text,3,87042,group2,M,Male,29,high,interaction,M,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,Dude. I am in trouble. Would it be possible to borrow X amount just this one time? Ill get it back to you ASAP.,29205,survey-text,3,6328,group2,EM,Female,25,high,interaction,EM,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,Guys I am having money trouble for this month. Do you think you can spot me this time?,31993,survey-text,6,79560,group2,EM,Male,37,high,interaction,EM,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,Hey could you spot me for my share of the rent this month?,26632,survey-text,9,91125,group2,M,Male,31,high,interaction,M,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,"Hey man, any chance you can spot me the rent this month? I'm short.",25049,survey-text,2,93949,group2,M,Female,25,high,interaction,M,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,"I'm having trouble paying rent for this month. Do you think, you can help me, like I have helped you in the past?",34531,survey-text,7,66118,group2,EM,Male,27,high,interaction,EM,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,"hi, it is time to pay the rent but I am sorry to say that I don't have enough for my share this time so I was wondering if you cloud cover my share of the rent this time. ",100418,survey-text,2,10233,group2,EM,Male,34,high,interaction,EM,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,Do you mind covering my rent since I can't this month?,29500,survey-text,6,38517,group2,EM,Female,23,high,interaction,EM,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,"""Hey, are you able to help me out with rent this month?""",28034,survey-text,8,77780,group2,M,Male,24,high,interaction,M,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,Can you cover me this month until I can pay your back?,19133,survey-text,5,29295,group2,M,Male,30,high,interaction,M,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,"Hey, do you think you could help me out with my half of the rent this month? I'll pay you back as soon as I can. I'm tight on cash right now.",38257,survey-text,2,19648,group2,EM,Female,29,high,interaction,EM,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,"Hey, could I borrow some money for rent this month? I'll pay you back with interest.",20246,survey-text,9,11845,group2,M,Male,30,high,interaction,M,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,Can you loan me some money for rent that I can pay you back soon? ,31524,survey-text,2,41552,group2,M,Female,27,high,interaction,M,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,hey roommee the rent's on you the next 6 months. ,41294,survey-text,3,54974,group2,D,Female,50,high,interaction,D,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,Can you help me out with rent like you said you would?,19180,survey-text,3,63311,group2,M,Female,44,high,interaction,M,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,Can I borrow some cash for rent.,9821,survey-text,6,23266,group2,M,Female,33,high,interaction,M,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,Hey Man. I'm short on cash this month and it's going to be difficult to cover my rent. Could you possibly help cover my share this month?,39323,survey-text,3,99586,group2,M,Male,39,high,interaction,M,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,"Hey, it's been a bad month for once. Can you cover me this one time. Thank you.",32821,survey-text,4,61228,group2,M,Male,27,high,interaction,M,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,"Hey, could you help cover my part of the rent this month? I'll get you back next time. ",42862,survey-text,9,27819,group2,M,Male,35,high,interaction,M,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,"Hey I'm going to need you to cover the rent this month, I'm gonna be short a bit. ",38654,survey-text,7,58827,group2,M,Male,30,high,interaction,M,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,Can you hook me up on what I still owe on rent until I get paid next week? You owe me!,23989,survey-text,9,36443,group2,M,Female,29,high,interaction,M,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,I don't have enough money to cover my part of the rent. Can you please help,33716,survey-text,8,17154,group2,M,Female,29,high,interaction,M,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,Can you spot me for the amount that I don't have this month?,13603,survey-text,4,45152,group2,M,Male,31,high,interaction,M,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,low_entitlement,"I know I've already borrowed quite a bit, but could you spot me a little bit more for rent?",37991,survey-text,7,86201,group1,M,Male,33,low,interaction,M,3.0625,2.025436648,5.9375,1.060033119,5.604166667,1.425297033,4.708333333,1.270924163
2,low_entitlement,"Hey I'd hate to ask again, but is there anyway you could spot me another loan? I'll pay you back as soon as I can.",170234,survey-text,9,43857,group1,EM,Male,28,low,interaction,EM,3.0625,2.025436648,5.9375,1.060033119,5.604166667,1.425297033,4.708333333,1.270924163
2,low_entitlement,"Hey, I'm sorry to be a bother, but I'm still short on cash. Can you help?",19170,survey-text,8,87835,group1,M,Male,46,low,interaction,M,3.0625,2.025436648,5.9375,1.060033119,5.604166667,1.425297033,4.708333333,1.270924163
2,low_entitlement,"""Would you be able to spot me a few hundred until my payday...the rent is due and I'll be kicked out otherwise""",27280,survey-text,6,15859,group1,EM,Male,45,low,interaction,EM,3.0625,2.025436648,5.9375,1.060033119,5.604166667,1.425297033,4.708333333,1.270924163
2,low_entitlement,Hey I'm short this month on rent. Are you able to help me out? Please.,35902,survey-text,2,7730,group1,M,Male,34,low,interaction,M,3.0625,2.025436648,5.9375,1.060033119,5.604166667,1.425297033,4.708333333,1.270924163
2,low_entitlement,"I know I suck, but can you give me some money for rent?",17975,survey-text,6,75040,group1,M,Male,31,low,interaction,M,3.0625,2.025436648,5.9375,1.060033119,5.604166667,1.425297033,4.708333333,1.270924163
