stimNum,stimType,rt,trial_type,trial_index,subject,group,formatting,answer,Gender,Age,condition,situation,judgment,formatting.relabel,mean_entitlement,sd_entitlement,mean_imposition,sd_imposition,mean_power,sd_power,mean_distance,sd_distance
1,high_entitlement,918,survey-likert,7,70111,group4,wonder,4,Female,21,high,interaction,-0.252574197,embedded modal,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,17509,survey-likert,2,47769,group2,indirect,4,Female,41,high,interaction,-0.252574197,indirect,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,9130,survey-likert,7,15587,group4,wonder,5,Male,30,high,interaction,0.747425803,embedded modal,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,5398,survey-likert,10,58581,group2,indirect,6,Female,27,high,interaction,1.747425803,indirect,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,7442,survey-likert,11,54349,group4,wonder,6,Female,27,high,interaction,1.747425803,embedded modal,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,3238,survey-likert,6,9614,group4,wonder,0,Male,26,high,interaction,-4.252574197,embedded modal,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,7267,survey-likert,9,75477,group1,direct,3,Male,25,high,interaction,-1.252574197,direct,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,11798,survey-likert,8,71909,group4,wonder,5,Male,23,high,interaction,0.747425803,embedded modal,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,1953,survey-likert,5,98850,group1,direct,2,Male,33,high,interaction,-2.252574197,direct,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,15266,survey-likert,6,46377,group3,modal,6,Female,49,high,interaction,1.747425803,modal,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,13567,survey-likert,14,92792,group3,modal,6,Male,30,high,interaction,1.747425803,modal,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,16142,survey-likert,3,51964,group3,modal,1,Female,36,high,interaction,-3.252574197,modal,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,15683,survey-likert,2,3430,group2,indirect,6,Female,23,high,interaction,1.747425803,indirect,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,15068,survey-likert,4,25948,group3,modal,4,Male,41,high,interaction,-0.252574197,modal,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,12416,survey-likert,10,79926,group4,wonder,5,Male,NA,high,interaction,0.747425803,embedded modal,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,9329,survey-likert,4,70202,group2,indirect,5,Male,23,high,interaction,0.747425803,indirect,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,19588,survey-likert,14,21733,group4,wonder,6,Male,24,high,interaction,1.747425803,embedded modal,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,16634,survey-likert,9,92110,group3,modal,6,Female,39,high,interaction,1.747425803,modal,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,15675,survey-likert,11,58588,group2,indirect,4,Male,30,high,interaction,-0.252574197,indirect,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,6000,survey-likert,2,64705,group2,indirect,5,Male,36,high,interaction,0.747425803,indirect,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,15426,survey-likert,8,38200,group1,direct,6,Male,27,high,interaction,1.747425803,direct,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,6892,survey-likert,17,11221,group1,direct,0,Male,20,high,interaction,-4.252574197,direct,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,8525,survey-likert,15,77109,group4,wonder,5,Female,39,high,interaction,0.747425803,embedded modal,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,3610,survey-likert,7,72005,group2,indirect,6,Male,24,high,interaction,1.747425803,indirect,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,5196,survey-likert,10,84163,group1,direct,0,Female,26,high,interaction,-4.252574197,direct,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,3781,survey-likert,14,95722,group4,wonder,6,Male,40,high,interaction,1.747425803,embedded modal,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,3403,survey-likert,18,46503,group3,modal,4,Male,31,high,interaction,-0.252574197,modal,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,18071,survey-likert,3,44059,group4,wonder,6,Female,32,high,interaction,1.747425803,embedded modal,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,187060,survey-likert,12,62400,group4,wonder,2,Male,24,high,interaction,-2.252574197,embedded modal,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,18979,survey-likert,7,57291,group4,wonder,4,Male,23,high,interaction,-0.252574197,embedded modal,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,6474,survey-likert,15,81953,group4,wonder,5,Female,42,high,interaction,0.747425803,embedded modal,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,12852,survey-likert,6,22339,group4,wonder,5,Male,45,high,interaction,0.747425803,embedded modal,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,10744,survey-likert,12,17737,group1,direct,0,Female,56,high,interaction,-4.252574197,direct,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,12410,survey-likert,9,28767,group1,direct,4,Male,29,high,interaction,-0.252574197,direct,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,11000,survey-likert,4,54578,group2,indirect,2,Female,34,high,interaction,-2.252574197,indirect,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,5897,survey-likert,11,86984,group2,indirect,2,Male,22,high,interaction,-2.252574197,indirect,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,28698,survey-likert,14,61076,group4,wonder,6,Female,33,high,interaction,1.747425803,embedded modal,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,9173,survey-likert,4,13081,group4,wonder,6,Female,36,high,interaction,1.747425803,embedded modal,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,13043,survey-likert,18,16019,group4,wonder,6,Female,34,high,interaction,1.747425803,embedded modal,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,8975,survey-likert,8,20708,group1,direct,1,Female,27,high,interaction,-3.252574197,direct,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,4020,survey-likert,18,16115,group2,indirect,4,Male,34,high,interaction,-0.252574197,indirect,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,42064,survey-likert,3,16731,group3,modal,5,Male,26,high,interaction,0.747425803,modal,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,31310,survey-likert,7,66747,group1,direct,5,Male,23,high,interaction,0.747425803,direct,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,12680,survey-likert,10,83017,group1,direct,2,Male,43,high,interaction,-2.252574197,direct,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,6231,survey-likert,16,49017,group4,wonder,5,Male,35,high,interaction,0.747425803,embedded modal,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,21606,survey-likert,16,86454,group1,direct,5,Male,62,high,interaction,0.747425803,direct,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,18387,survey-likert,7,84774,group2,indirect,3,Male,51,high,interaction,-1.252574197,indirect,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,1273,survey-likert,6,27495,group2,indirect,4,Male,22,high,interaction,-0.252574197,indirect,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,8385,survey-likert,17,42259,group3,modal,4,Male,30,high,interaction,-0.252574197,modal,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,13180,survey-likert,19,18718,group2,indirect,5,Male,39,high,interaction,0.747425803,indirect,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,16629,survey-likert,14,67297,group3,modal,5,Male,32,high,interaction,0.747425803,modal,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,3685,survey-likert,7,84778,group3,modal,4,Female,28,high,interaction,-0.252574197,modal,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,low_entitlement,31326,survey-likert,16,66747,group1,direct,4,Male,23,low,interaction,-0.252574197,direct,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,13620,survey-likert,7,65042,group2,indirect,3,Male,31,low,interaction,-1.252574197,indirect,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,8353,survey-likert,12,50739,group4,wonder,5,Female,38,low,interaction,0.747425803,embedded modal,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,4606,survey-likert,13,77794,group3,modal,3,Female,42,low,interaction,-1.252574197,modal,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,19100,survey-likert,9,70202,group2,indirect,4,Male,23,low,interaction,-0.252574197,indirect,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,5697,survey-likert,19,20708,group1,direct,0,Female,27,low,interaction,-4.252574197,direct,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,14604,survey-likert,3,73278,group4,wonder,6,Female,59,low,interaction,1.747425803,embedded modal,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,5432,survey-likert,7,21733,group4,wonder,6,Male,24,low,interaction,1.747425803,embedded modal,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,21775,survey-likert,8,87176,group1,direct,6,Male,31,low,interaction,1.747425803,direct,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,9383,survey-likert,17,71909,group4,wonder,5,Male,23,low,interaction,0.747425803,embedded modal,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,6898,survey-likert,11,28898,group1,direct,0,Female,60,low,interaction,-4.252574197,direct,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,3532,survey-likert,17,45552,group2,indirect,0,Male,24,low,interaction,-4.252574197,indirect,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,19400,survey-likert,16,68260,group1,direct,1,Female,37,low,interaction,-3.252574197,direct,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,3959,survey-likert,7,88735,group3,modal,1,Male,63,low,interaction,-3.252574197,modal,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,14041,survey-likert,7,79926,group4,wonder,5,Male,NA,low,interaction,0.747425803,embedded modal,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,64307,survey-likert,16,87309,group1,direct,0,Male,50,low,interaction,-4.252574197,direct,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,6770,survey-likert,7,5100,group3,modal,3,Male,45,low,interaction,-1.252574197,modal,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,17389,survey-likert,13,57291,group4,wonder,3,Male,23,low,interaction,-1.252574197,embedded modal,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,7458,survey-likert,4,83017,group1,direct,1,Male,43,low,interaction,-3.252574197,direct,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,6894,survey-likert,19,65469,group1,direct,1,Female,24,low,interaction,-3.252574197,direct,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,13738,survey-likert,10,67329,group3,modal,4,Female,28,low,interaction,-0.252574197,modal,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,2180,survey-likert,3,98850,group1,direct,3,Male,33,low,interaction,-1.252574197,direct,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,29651,survey-likert,8,92254,group3,modal,1,Male,54,low,interaction,-3.252574197,modal,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,14672,survey-likert,4,45596,group2,indirect,1,Male,34,low,interaction,-3.252574197,indirect,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,12119,survey-likert,8,19384,group2,indirect,3,Male,33,low,interaction,-1.252574197,indirect,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,4759,survey-likert,19,2654,group3,modal,5,Male,27,low,interaction,0.747425803,modal,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,4275,survey-likert,11,55429,group4,wonder,6,Female,23,low,interaction,1.747425803,embedded modal,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,8203,survey-likert,14,13081,group4,wonder,6,Female,36,low,interaction,1.747425803,embedded modal,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,41597,survey-likert,6,53072,group2,indirect,5,Male,26,low,interaction,0.747425803,indirect,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,4615,survey-likert,11,16731,group3,modal,4,Male,26,low,interaction,-0.252574197,modal,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,9366,survey-likert,6,96726,group2,indirect,4,Female,24,low,interaction,-0.252574197,indirect,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,37260,survey-likert,2,63264,group3,modal,3,Female,28,low,interaction,-1.252574197,modal,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,17000,survey-likert,7,45082,group3,modal,4,Female,51,low,interaction,-0.252574197,modal,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,13705,survey-likert,11,58581,group2,indirect,4,Female,27,low,interaction,-0.252574197,indirect,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,3170,survey-likert,15,98554,group1,direct,3,Male,36,low,interaction,-1.252574197,direct,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,6703,survey-likert,6,23900,group2,indirect,2,Male,27,low,interaction,-2.252574197,indirect,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
