stimNum,stimType,rt,trial_index,subject,group,answer,code,Gender,Age,condition,situation,formatting,mean_entitlement,sd_entitlement,mean_imposition,sd_imposition,mean_power,sd_power,mean_distance,sd_distance
1,high_entitlement,2073,4,11674,group1,"Hey, help me move my stuff.",D,Male,41,high,interaction,D,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,27227,8,58332,group1,Could you help me move this stuff into my apartment?,M,Male,65,high,interaction,M,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,3885,3,64887,group1,Is there any way you could help move my stuff?,W,Female,30,high,interaction,EM,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,11585,7,94652,group1,Could you help me move this stuff into my apartment?,M,Female,58,high,interaction,M,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,9130,6,20794,group1,This desk is pretty heavy.,IS,Female,33,high,interaction,IS,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,16476,4,2471,group1,Could you help me move this stuff into my apartment?,M,Female,59,high,interaction,M,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,12548,11,42306,group1,Could you help me move this stuff into my apartment?,M,Female,49,high,interaction,M,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,8293,10,89974,group1,Is there any way you could help move my stuff?,W,Female,25,high,interaction,EM,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,17406,4,24041,group1,Could you help me move this stuff into my apartment?,M,Male,39,high,interaction,M,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,6261,10,66682,group1,Could you help me move this stuff into my apartment?,M,Female,29,high,interaction,M,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,3189,9,87326,group1,Could you help me move this stuff into my apartment?,M,Female,22,high,interaction,M,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,22230,9,87155,group1,Is there any way you could help move my stuff?,W,Male,26,high,interaction,EM,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,26040,5,80148,group1,Could you help me move this stuff into my apartment?,M,Female,33,high,interaction,M,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,1190,8,97756,group1,Could you help me move this stuff into my apartment?,M,Male,31,high,interaction,M,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,1954,6,8216,group1,Could you help me move this stuff into my apartment?,M,Male,29,high,interaction,M,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,11008,8,90211,group1,Could you help me move this stuff into my apartment?,M,Female,27,high,interaction,M,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,31792,2,16711,group1,Is there any way you could help move my stuff?,W,Female,42,high,interaction,EM,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,19882,7,24995,group1,"Hey, help me move my stuff.",D,Male,30,high,interaction,D,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,high_entitlement,29161,7,55304,group1,"Hey, help me move my stuff.",D,Female,43,high,interaction,D,5.25,1.850819255,3.6875,1.652287261,4.333333333,1.310080935,4.708333333,1.090741176
1,low_entitlement,3617,9,1977,group2,This desk is pretty heavy.,IS,Male,33,low,interaction,IS,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,31770,2,87512,group2,Could you help me move this stuff into my apartment?,M,Male,38,low,interaction,M,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,7490,2,73328,group2,"Hey, help me move my stuff.",D,Male,25,low,interaction,D,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,34268,4,50863,group2,Could you help me move this stuff into my apartment?,M,Male,23,low,interaction,M,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,15212,11,71861,group2,Could you help me move this stuff into my apartment?,M,Male,30,low,interaction,M,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,32151,8,3324,group2,Could you help me move this stuff into my apartment?,M,Male,41,low,interaction,M,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,40743,3,8324,group2,Could you help me move this stuff into my apartment?,M,Female,30,low,interaction,M,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,5205,9,74734,group2,Is there any way you could help move my stuff?,W,Female,31,low,interaction,EM,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,25844,5,42146,group2,Could you help me move this stuff into my apartment?,M,Female,34,low,interaction,M,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,31946,9,40239,group2,Is there any way you could help move my stuff?,W,Female,56,low,interaction,EM,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,11632,10,45610,group2,Is there any way you could help move my stuff?,W,Female,21,low,interaction,EM,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,15861,10,5514,group2,Is there any way you could help move my stuff?,W,Female,47,low,interaction,EM,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,4363,2,13778,group2,Is there any way you could help move my stuff?,W,Male,37,low,interaction,EM,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,9290,5,1593,group2,Could you help me move this stuff into my apartment?,M,Male,25,low,interaction,M,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,4306,8,65743,group2,This desk is pretty heavy.,IS,Male,26,low,interaction,IS,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,29229,4,97151,group2,Could you help me move this stuff into my apartment?,M,Male,27,low,interaction,M,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,29720,3,28542,group2,Is there any way you could help move my stuff?,W,Male,25,low,interaction,EM,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,2481,5,74166,group2,Is there any way you could help move my stuff?,W,Male,25,low,interaction,EM,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,28987,6,87775,group2,Is there any way you could help move my stuff?,W,Male,22,low,interaction,EM,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,2668,8,91548,group2,"Hey, help me move my stuff.",D,Male,26,low,interaction,D,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,30376,2,90609,group2,Is there any way you could help move my stuff?,W,Female,21,low,interaction,EM,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,3569,8,75614,group2,Could you help me move this stuff into my apartment?,M,Male,47,low,interaction,M,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,19686,2,55991,group2,Is there any way you could help move my stuff?,W,Female,27,low,interaction,EM,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,18065,5,22282,group2,Could you help me move this stuff into my apartment?,M,Male,43,low,interaction,M,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,5446,9,44710,group2,Could you help me move this stuff into my apartment?,M,Male,24,low,interaction,M,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,22063,4,90079,group2,Is there any way you could help move my stuff?,W,Male,39,low,interaction,EM,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,8515,8,74278,group2,"Hey, help me move my stuff.",D,Male,25,low,interaction,D,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,17025,7,19424,group2,Is there any way you could help move my stuff?,W,Female,52,low,interaction,EM,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,1928,8,83161,group2,This desk is pretty heavy.,IS,Male,30,low,interaction,IS,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,3649,6,45177,group2,Is there any way you could help move my stuff?,W,Male,29,low,interaction,EM,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,15302,9,86881,group2,Could you help me move this stuff into my apartment?,M,Female,20,low,interaction,M,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,14964,5,48563,group2,Is there any way you could help move my stuff?,W,Male,25,low,interaction,EM,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,21144,8,7349,group2,Could you help me move this stuff into my apartment?,M,Male,33,low,interaction,M,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,60737,6,81470,group2,Could you help me move this stuff into my apartment?,M,Male,36,low,interaction,M,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,17891,10,25273,group2,Is there any way you could help move my stuff?,W,Male,48,low,interaction,EM,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,22379,8,28114,group2,Could you help me move this stuff into my apartment?,M,Female,40,low,interaction,M,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,23100,4,79859,group2,Could you help me move this stuff into my apartment?,M,Female,27,low,interaction,M,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,18833,6,94407,group2,Is there any way you could help move my stuff?,W,Male,27,low,interaction,EM,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,14202,4,98986,group2,Is there any way you could help move my stuff?,W,Female,34,low,interaction,EM,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,22144,9,9171,group2,Could you help me move this stuff into my apartment?,M,Male,43,low,interaction,M,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,23281,2,56171,group2,Is there any way you could help move my stuff?,W,Female,48,low,interaction,EM,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,15689,5,70928,group2,Could you help me move this stuff into my apartment?,M,Male,30,low,interaction,M,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,29497,6,85567,group2,Could you help me move this stuff into my apartment?,M,Male,33,low,interaction,M,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,37698,9,36333,group2,Could you help me move this stuff into my apartment?,M,Female,42,low,interaction,M,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,89901,3,76012,group2,Is there any way you could help move my stuff?,W,Male,27,low,interaction,EM,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,19513,9,43477,group2,Could you help me move this stuff into my apartment?,M,Male,26,low,interaction,M,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
1,low_entitlement,23368,11,16670,group2,"Hey, help me move my stuff.",D,Male,30,low,interaction,D,4.038461538,1.781842387,5.288461538,1.257706261,5.019230769,1.244444669,4.769230769,1.24641265
10,high_entitlement,10009,2,75614,group2,I need you to drive me to the doctor.,D,Male,47,high,urgency,D,5.924528302,1.806495296,3.320754717,2.146316925,5.339622642,1.300050239,2.452830189,2.162317469
10,high_entitlement,15141,8,85567,group2,I need you to drive me to the doctor.,D,Male,33,high,urgency,D,5.924528302,1.806495296,3.320754717,2.146316925,5.339622642,1.300050239,2.452830189,2.162317469
10,high_entitlement,32517,5,36333,group2,Could you drive me to the doctor?,M,Female,42,high,urgency,M,5.924528302,1.806495296,3.320754717,2.146316925,5.339622642,1.300050239,2.452830189,2.162317469
10,high_entitlement,15589,8,25273,group2,I need you to drive me to the doctor.,D,Male,48,high,urgency,D,5.924528302,1.806495296,3.320754717,2.146316925,5.339622642,1.300050239,2.452830189,2.162317469
10,high_entitlement,13082,6,87512,group2,Could you drive me to the doctor?,M,Male,38,high,urgency,M,5.924528302,1.806495296,3.320754717,2.146316925,5.339622642,1.300050239,2.452830189,2.162317469
10,high_entitlement,43142,9,8324,group2,I need you to drive me to the doctor.,D,Female,30,high,urgency,D,5.924528302,1.806495296,3.320754717,2.146316925,5.339622642,1.300050239,2.452830189,2.162317469
10,high_entitlement,2836,2,74278,group2,I don't know how to get to the doctor.,IS,Male,25,high,urgency,IS,5.924528302,1.806495296,3.320754717,2.146316925,5.339622642,1.300050239,2.452830189,2.162317469
10,high_entitlement,42360,8,48563,group2,I need you to drive me to the doctor.,D,Male,25,high,urgency,D,5.924528302,1.806495296,3.320754717,2.146316925,5.339622642,1.300050239,2.452830189,2.162317469
10,high_entitlement,13234,3,19424,group2,I need you to drive me to the doctor.,D,Female,52,high,urgency,D,5.924528302,1.806495296,3.320754717,2.146316925,5.339622642,1.300050239,2.452830189,2.162317469
10,high_entitlement,12953,10,74166,group2,Could you drive me to the doctor?,M,Male,25,high,urgency,M,5.924528302,1.806495296,3.320754717,2.146316925,5.339622642,1.300050239,2.452830189,2.162317469
10,high_entitlement,7788,3,45177,group2,I was wondering if you could give me a ride to the doctor?,W,Male,29,high,urgency,EM,5.924528302,1.806495296,3.320754717,2.146316925,5.339622642,1.300050239,2.452830189,2.162317469
10,high_entitlement,54945,9,90609,group2,I need you to drive me to the doctor.,D,Female,21,high,urgency,D,5.924528302,1.806495296,3.320754717,2.146316925,5.339622642,1.300050239,2.452830189,2.162317469
10,high_entitlement,3762,7,1977,group2,Could you drive me to the doctor?,M,Male,33,high,urgency,M,5.924528302,1.806495296,3.320754717,2.146316925,5.339622642,1.300050239,2.452830189,2.162317469
10,high_entitlement,3116,11,74734,group2,Could you drive me to the doctor?,M,Female,31,high,urgency,M,5.924528302,1.806495296,3.320754717,2.146316925,5.339622642,1.300050239,2.452830189,2.162317469
10,high_entitlement,26138,10,56171,group2,I need you to drive me to the doctor.,D,Female,48,high,urgency,D,5.924528302,1.806495296,3.320754717,2.146316925,5.339622642,1.300050239,2.452830189,2.162317469
10,high_entitlement,22310,2,45610,group2,I need you to drive me to the doctor.,D,Female,21,high,urgency,D,5.924528302,1.806495296,3.320754717,2.146316925,5.339622642,1.300050239,2.452830189,2.162317469
10,high_entitlement,3508,9,13778,group2,I was wondering if you could give me a ride to the doctor?,W,Male,37,high,urgency,EM,5.924528302,1.806495296,3.320754717,2.146316925,5.339622642,1.300050239,2.452830189,2.162317469
10,high_entitlement,7986,2,40239,group2,I need you to drive me to the doctor.,D,Female,56,high,urgency,D,5.924528302,1.806495296,3.320754717,2.146316925,5.339622642,1.300050239,2.452830189,2.162317469
10,high_entitlement,3210,5,28542,group2,I need you to drive me to the doctor.,D,Male,25,high,urgency,D,5.924528302,1.806495296,3.320754717,2.146316925,5.339622642,1.300050239,2.452830189,2.162317469
10,high_entitlement,18056,7,43477,group2,I need you to drive me to the doctor.,D,Male,26,high,urgency,D,5.924528302,1.806495296,3.320754717,2.146316925,5.339622642,1.300050239,2.452830189,2.162317469
10,high_entitlement,2698,9,1593,group2,I don't know how to get to the doctor.,IS,Male,25,high,urgency,IS,5.924528302,1.806495296,3.320754717,2.146316925,5.339622642,1.300050239,2.452830189,2.162317469
10,high_entitlement,26623,3,94407,group2,Could you drive me to the doctor?,M,Male,27,high,urgency,M,5.924528302,1.806495296,3.320754717,2.146316925,5.339622642,1.300050239,2.452830189,2.162317469
10,high_entitlement,21030,10,97151,group2,Could you drive me to the doctor?,M,Male,27,high,urgency,M,5.924528302,1.806495296,3.320754717,2.146316925,5.339622642,1.300050239,2.452830189,2.162317469
10,high_entitlement,27676,8,79859,group2,Could you drive me to the doctor?,M,Female,27,high,urgency,M,5.924528302,1.806495296,3.320754717,2.146316925,5.339622642,1.300050239,2.452830189,2.162317469
10,high_entitlement,41805,3,55991,group2,I was wondering if you could give me a ride to the doctor?,W,Female,27,high,urgency,EM,5.924528302,1.806495296,3.320754717,2.146316925,5.339622642,1.300050239,2.452830189,2.162317469
10,high_entitlement,8910,6,22282,group2,Could you drive me to the doctor?,M,Male,43,high,urgency,M,5.924528302,1.806495296,3.320754717,2.146316925,5.339622642,1.300050239,2.452830189,2.162317469
10,high_entitlement,8978,9,76012,group2,I need you to drive me to the doctor.,D,Male,27,high,urgency,D,5.924528302,1.806495296,3.320754717,2.146316925,5.339622642,1.300050239,2.452830189,2.162317469
10,high_entitlement,22821,5,90079,group2,I need you to drive me to the doctor.,D,Male,39,high,urgency,D,5.924528302,1.806495296,3.320754717,2.146316925,5.339622642,1.300050239,2.452830189,2.162317469
10,high_entitlement,32952,4,3324,group2,Could you drive me to the doctor?,M,Male,41,high,urgency,M,5.924528302,1.806495296,3.320754717,2.146316925,5.339622642,1.300050239,2.452830189,2.162317469
10,high_entitlement,15463,4,71861,group2,I was wondering if you could give me a ride to the doctor?,W,Male,30,high,urgency,EM,5.924528302,1.806495296,3.320754717,2.146316925,5.339622642,1.300050239,2.452830189,2.162317469
10,high_entitlement,3153,11,65743,group2,I need you to drive me to the doctor.,D,Male,26,high,urgency,D,5.924528302,1.806495296,3.320754717,2.146316925,5.339622642,1.300050239,2.452830189,2.162317469
10,high_entitlement,32129,3,86881,group2,I was wondering if you could give me a ride to the doctor?,W,Female,20,high,urgency,EM,5.924528302,1.806495296,3.320754717,2.146316925,5.339622642,1.300050239,2.452830189,2.162317469
10,high_entitlement,7125,8,87775,group2,Could you drive me to the doctor?,M,Male,22,high,urgency,M,5.924528302,1.806495296,3.320754717,2.146316925,5.339622642,1.300050239,2.452830189,2.162317469
10,high_entitlement,20874,8,81470,group2,I need you to drive me to the doctor.,D,Male,36,high,urgency,D,5.924528302,1.806495296,3.320754717,2.146316925,5.339622642,1.300050239,2.452830189,2.162317469
10,high_entitlement,14562,4,7349,group2,I need you to drive me to the doctor.,D,Male,33,high,urgency,D,5.924528302,1.806495296,3.320754717,2.146316925,5.339622642,1.300050239,2.452830189,2.162317469
10,high_entitlement,9386,5,98986,group2,I need you to drive me to the doctor.,D,Female,34,high,urgency,D,5.924528302,1.806495296,3.320754717,2.146316925,5.339622642,1.300050239,2.452830189,2.162317469
10,high_entitlement,2607,11,83161,group2,I was wondering if you could give me a ride to the doctor?,W,Male,30,high,urgency,EM,5.924528302,1.806495296,3.320754717,2.146316925,5.339622642,1.300050239,2.452830189,2.162317469
10,high_entitlement,2116,5,91548,group2,I need you to drive me to the doctor.,D,Male,26,high,urgency,D,5.924528302,1.806495296,3.320754717,2.146316925,5.339622642,1.300050239,2.452830189,2.162317469
10,high_entitlement,12718,3,70928,group2,Could you drive me to the doctor?,M,Male,30,high,urgency,M,5.924528302,1.806495296,3.320754717,2.146316925,5.339622642,1.300050239,2.452830189,2.162317469
10,high_entitlement,10071,7,42146,group2,Could you drive me to the doctor?,M,Female,34,high,urgency,M,5.924528302,1.806495296,3.320754717,2.146316925,5.339622642,1.300050239,2.452830189,2.162317469
10,high_entitlement,21513,2,44710,group2,I need you to drive me to the doctor.,D,Male,24,high,urgency,D,5.924528302,1.806495296,3.320754717,2.146316925,5.339622642,1.300050239,2.452830189,2.162317469
10,high_entitlement,21931,3,5514,group2,I was wondering if you could give me a ride to the doctor?,W,Female,47,high,urgency,EM,5.924528302,1.806495296,3.320754717,2.146316925,5.339622642,1.300050239,2.452830189,2.162317469
10,high_entitlement,21235,4,28114,group2,I need you to drive me to the doctor.,D,Female,40,high,urgency,D,5.924528302,1.806495296,3.320754717,2.146316925,5.339622642,1.300050239,2.452830189,2.162317469
10,high_entitlement,1999,10,73328,group2,I was wondering if you could give me a ride to the doctor?,W,Male,25,high,urgency,EM,5.924528302,1.806495296,3.320754717,2.146316925,5.339622642,1.300050239,2.452830189,2.162317469
10,high_entitlement,27807,10,16670,group2,I need you to drive me to the doctor.,D,Male,30,high,urgency,D,5.924528302,1.806495296,3.320754717,2.146316925,5.339622642,1.300050239,2.452830189,2.162317469
10,high_entitlement,25613,10,9171,group2,I need you to drive me to the doctor.,D,Male,43,high,urgency,D,5.924528302,1.806495296,3.320754717,2.146316925,5.339622642,1.300050239,2.452830189,2.162317469
10,high_entitlement,22709,7,50863,group2,I need you to drive me to the doctor.,D,Male,23,high,urgency,D,5.924528302,1.806495296,3.320754717,2.146316925,5.339622642,1.300050239,2.452830189,2.162317469
10,low_entitlement,13850,9,16711,group1,Could you drive me to the doctor?,M,Female,42,low,urgency,M,5.791666667,1.761990332,2.666666667,1.766512773,4.468085106,1.717569869,2.145833333,2.031555146
10,low_entitlement,2340,9,71391,group1,I was wondering if you could give me a ride to the doctor?,W,Male,29,low,urgency,EM,5.791666667,1.761990332,2.666666667,1.766512773,4.468085106,1.717569869,2.145833333,2.031555146
10,low_entitlement,22472,9,7044,group1,Could you drive me to the doctor?,M,Female,23,low,urgency,M,5.791666667,1.761990332,2.666666667,1.766512773,4.468085106,1.717569869,2.145833333,2.031555146
10,low_entitlement,51996,11,95061,group1,I was wondering if you could give me a ride to the doctor?,W,Female,33,low,urgency,EM,5.791666667,1.761990332,2.666666667,1.766512773,4.468085106,1.717569869,2.145833333,2.031555146
10,low_entitlement,4141,8,34496,group1,Could you drive me to the doctor?,M,Male,27,low,urgency,M,5.791666667,1.761990332,2.666666667,1.766512773,4.468085106,1.717569869,2.145833333,2.031555146
10,low_entitlement,14978,8,61519,group1,Could you drive me to the doctor?,M,Male,37,low,urgency,M,5.791666667,1.761990332,2.666666667,1.766512773,4.468085106,1.717569869,2.145833333,2.031555146
10,low_entitlement,44733,4,90211,group1,I need you to drive me to the doctor.,D,Female,27,low,urgency,D,5.791666667,1.761990332,2.666666667,1.766512773,4.468085106,1.717569869,2.145833333,2.031555146
10,low_entitlement,7857,6,46162,group1,I was wondering if you could give me a ride to the doctor?,W,Male,35,low,urgency,EM,5.791666667,1.761990332,2.666666667,1.766512773,4.468085106,1.717569869,2.145833333,2.031555146
10,low_entitlement,5911,4,81283,group1,I was wondering if you could give me a ride to the doctor?,W,Female,30,low,urgency,EM,5.791666667,1.761990332,2.666666667,1.766512773,4.468085106,1.717569869,2.145833333,2.031555146
10,low_entitlement,2295,8,45852,group1,I was wondering if you could give me a ride to the doctor?,W,Male,27,low,urgency,EM,5.791666667,1.761990332,2.666666667,1.766512773,4.468085106,1.717569869,2.145833333,2.031555146
10,low_entitlement,11254,2,87326,group1,Could you drive me to the doctor?,M,Female,22,low,urgency,M,5.791666667,1.761990332,2.666666667,1.766512773,4.468085106,1.717569869,2.145833333,2.031555146
10,low_entitlement,7567,10,32379,group1,Could you drive me to the doctor?,M,Male,23,low,urgency,M,5.791666667,1.761990332,2.666666667,1.766512773,4.468085106,1.717569869,2.145833333,2.031555146
