stimNum,stimType,rt,trial_type,trial_index,time_elapsed,internal_node_id,subject,group,answer,Formatting,Gender,Age,Code.SB,condition,situation,formatting,mean_entitlement,sd_entitlement,mean_imposition,sd_imposition,mean_power,sd_power,mean_distance,sd_distance
1,high_entitlement,41118,survey-text,9,625084,0.0-9.0,63746,group1,I think I should go to urgent care; do you mind giving me a ride?,M,Male,59,,high,non_institutional,M,5.666666667,2.107063433,3.085106383,2.272996368,5.208333333,1.687984236,2.520833333,1.989221844
1,high_entitlement,51018,survey-text,5,305070,0.0-5.0,61016,group1,Can you take me to the hospital? This looks really bad.,M,Male,30,,high,non_institutional,M,5.666666667,2.107063433,3.085106383,2.272996368,5.208333333,1.687984236,2.520833333,1.989221844
1,high_entitlement,54085,survey-text,7,494746,0.0-7.0,61815,group1,Will you take me the to the emergency room??..,M,Male,49,,high,non_institutional,M,5.666666667,2.107063433,3.085106383,2.272996368,5.208333333,1.687984236,2.520833333,1.989221844
1,high_entitlement,9229,survey-text,5,80617,0.0-5.0,74804,group1,Can you drive me to the ER?,M,Male,31,,high,non_institutional,M,5.666666667,2.107063433,3.085106383,2.272996368,5.208333333,1.687984236,2.520833333,1.989221844
1,low_entitlement,66152,survey-text,5,328343,0.0-5.0,44058,group2,"""Hey, are you busy right now? I have a doctor's appointment and I was wondering, if you aren't busy and you wouldn't mind, if you could give me a ride?""",W,Female,26,,low,non_institutional,W,4.698113208,1.866556946,4.188679245,2.08526519,5.339622642,1.807499295,2.452830189,2.080736165
1,low_entitlement,33414,survey-text,9,344008,0.0-9.0,59374,group2,"Hey, could you please give me a ride to the doctor? I'll fill your tank up and take you out to eat after.",M,Male,32,,low,non_institutional,M,4.698113208,1.866556946,4.188679245,2.08526519,5.339622642,1.807499295,2.452830189,2.080736165
1,low_entitlement,36997,survey-text,8,462234,0.0-8.0,6083,group2,Would you mind giving me a ride to the doctor?,M,Male,43,,low,non_institutional,M,4.698113208,1.866556946,4.188679245,2.08526519,5.339622642,1.807499295,2.452830189,2.080736165
1,low_entitlement,39968,survey-text,6,326734,0.0-6.0,5333,group2,can i have a ride dear,M,Female,30,,low,non_institutional,M,4.698113208,1.866556946,4.188679245,2.08526519,5.339622642,1.807499295,2.452830189,2.080736165
1,low_entitlement,45937,survey-text,5,187406,0.0-5.0,97848,group2,"Hey, I really need to get to the doctor now. Can you give me a ride to the doctor? I'll give you some gas money.",M,Female,35,,low,non_institutional,M,4.698113208,1.866556946,4.188679245,2.08526519,5.339622642,1.807499295,2.452830189,2.080736165
1,low_entitlement,22322,survey-text,8,322372,0.0-8.0,72733,group2,hey so i have a doctor's appointment today. can i get a ride? i'll pay you back.,M,Male,25,,low,non_institutional,M,4.698113208,1.866556946,4.188679245,2.08526519,5.339622642,1.807499295,2.452830189,2.080736165
1,low_entitlement,24950,survey-text,5,213273,0.0-5.0,3590,group2,Could you give me a ride to my doctors appointment? I can give you gas money,M,Female,47,,low,non_institutional,M,4.698113208,1.866556946,4.188679245,2.08526519,5.339622642,1.807499295,2.452830189,2.080736165
1,low_entitlement,37950,survey-text,4,240032,0.0-4.0,52915,group2,"I have a doctor's appointment that I need to get to, do you mind taking me?",M,Female,48,,low,non_institutional,M,4.698113208,1.866556946,4.188679245,2.08526519,5.339622642,1.807499295,2.452830189,2.080736165
1,low_entitlement,25148,survey-text,2,61983,0.0-2.0,94617,group2,Can you give me a ride to the doctor? I'm late for my appointment. ,M,Male,34,,low,non_institutional,M,4.698113208,1.866556946,4.188679245,2.08526519,5.339622642,1.807499295,2.452830189,2.080736165
1,low_entitlement,44473,survey-text,9,827745,0.0-9.0,79949,group2,"Hi, roommate. Could you swing me by Dr. _______ office today. I have an appointment.",M,Male,35,,low,non_institutional,M,4.698113208,1.866556946,4.188679245,2.08526519,5.339622642,1.807499295,2.452830189,2.080736165
1,low_entitlement,30817,survey-text,8,373246,0.0-8.0,28470,group2,"Hey there, could you please give me a ride to my doc appointment? I'll pay you for gas.",M,Male,39,M,low,non_institutional,M,4.698113208,1.866556946,4.188679245,2.08526519,5.339622642,1.807499295,2.452830189,2.080736165
1,low_entitlement,57032,survey-text,2,92209,0.0-2.0,3378,group2,Do you mind giving your car so that I can see my doctor?,M,Male,28,EM,low,non_institutional,M,4.698113208,1.866556946,4.188679245,2.08526519,5.339622642,1.807499295,2.452830189,2.080736165
1,low_entitlement,24588,survey-text,4,109158,0.0-4.0,28397,group2,"Tomorrow I have a doctors appointment at 2, is there any way you can take me there?",W,Male,34,EM,low,non_institutional,W,4.698113208,1.866556946,4.188679245,2.08526519,5.339622642,1.807499295,2.452830189,2.080736165
1,low_entitlement,38476,survey-text,5,222738,0.0-5.0,30463,group2,"Hi, Can I ask you a favor?  I have a doctor's appointment but I have no way to get there. Is it possible that you can transport me there?",W,Male,29,EM,low,non_institutional,W,4.698113208,1.866556946,4.188679245,2.08526519,5.339622642,1.807499295,2.452830189,2.080736165
1,low_entitlement,123707,survey-text,3,360398,0.0-3.0,21098,group2,"I have eaten something that I am very allergic to and I need to see the doctor as soon as possible, could you please take me to the doctor?",M,Male,26,M,low,non_institutional,M,4.698113208,1.866556946,4.188679245,2.08526519,5.339622642,1.807499295,2.452830189,2.080736165
1,low_entitlement,42381,survey-text,9,517419,0.0-9.0,27830,group2,"I am feeling sick, can you drop me at the doctor's place?",M,Female,37,M,low,non_institutional,M,4.698113208,1.866556946,4.188679245,2.08526519,5.339622642,1.807499295,2.452830189,2.080736165
1,low_entitlement,37295,survey-text,7,339393,0.0-7.0,51195,group2,I have a doctor's appointment that I really need to make it to. Could you possibly give me a ride?,M,Female,39,,low,non_institutional,M,4.698113208,1.866556946,4.188679245,2.08526519,5.339622642,1.807499295,2.452830189,2.080736165
1,low_entitlement,38523,survey-text,7,324245,0.0-7.0,16483,group2,"Hi, I just need to go to doctor could you drop me if u don't mind.",M,Female,28,M,low,non_institutional,M,4.698113208,1.866556946,4.188679245,2.08526519,5.339622642,1.807499295,2.452830189,2.080736165
1,low_entitlement,72269,survey-text,5,359635,0.0-5.0,65324,group2,"Hey, I need to get to the doctor and I don't have a car. Could you please give me a lift there and home?",M,Male,43,,low,non_institutional,M,4.698113208,1.866556946,4.188679245,2.08526519,5.339622642,1.807499295,2.452830189,2.080736165
1,low_entitlement,82663,survey-text,3,300234,0.0-3.0,29623,group2,"I need to visit the doctor, but there's no one to take me there. If I don't reach on time, I'll miss the appointment. Can you please give me a ride?",M,Male,29,M,low,non_institutional,M,4.698113208,1.866556946,4.188679245,2.08526519,5.339622642,1.807499295,2.452830189,2.080736165
1,low_entitlement,23750,survey-text,4,194228,0.0-4.0,27203,group2,"Hey, you think you could give me a ride to my doctor's appointment? ",W,Male,27,EM,low,non_institutional,W,4.698113208,1.866556946,4.188679245,2.08526519,5.339622642,1.807499295,2.452830189,2.080736165
1,low_entitlement,20060,survey-text,2,38832,0.0-2.0,82481,group2,"Hey, are you getting out today? Would you mind dropping taking me by the doc's office?",M,Female,30,,low,non_institutional,M,4.698113208,1.866556946,4.188679245,2.08526519,5.339622642,1.807499295,2.452830189,2.080736165
1,low_entitlement,33782,survey-text,9,681453,0.0-9.0,61890,group2,"Hey, are you busy? Would you mind taking me to my doctor's appointment?",M,Female,32,,low,non_institutional,M,4.698113208,1.866556946,4.188679245,2.08526519,5.339622642,1.807499295,2.452830189,2.080736165
1,low_entitlement,26137,survey-text,4,127007,0.0-4.0,71619,group2,Will you please take me to the doctor? I've eaten something I'm allergic to.,M,Female,43,,low,non_institutional,M,4.698113208,1.866556946,4.188679245,2.08526519,5.339622642,1.807499295,2.452830189,2.080736165
1,low_entitlement,11239,survey-text,8,157592,0.0-8.0,33002,group2,Could you drive me to the doctor's?,M,Female,27,M,low,non_institutional,M,4.698113208,1.866556946,4.188679245,2.08526519,5.339622642,1.807499295,2.452830189,2.080736165
1,low_entitlement,9701,survey-text,5,74383,0.0-5.0,81728,group2,I need a ride to the doctor,D,Male,28,,low,non_institutional,D,4.698113208,1.866556946,4.188679245,2.08526519,5.339622642,1.807499295,2.452830189,2.080736165
1,low_entitlement,55210,survey-text,2,110693,0.0-2.0,79786,group2,"Hey, can you give me a ride to me doctor's appointment?",M,Female,42,,low,non_institutional,M,4.698113208,1.866556946,4.188679245,2.08526519,5.339622642,1.807499295,2.452830189,2.080736165
1,low_entitlement,33172,survey-text,9,562434,0.0-9.0,81995,group2,"Hey, if you're not too busy, do you think you could give me a ride to my doctor's appointment?",W,Male,28,,low,non_institutional,W,4.698113208,1.866556946,4.188679245,2.08526519,5.339622642,1.807499295,2.452830189,2.080736165
1,low_entitlement,27967,survey-text,7,297858,0.0-7.0,68135,group2,Can you give me a ride to my doctor's appointment please?,M,Female,50,,low,non_institutional,M,4.698113208,1.866556946,4.188679245,2.08526519,5.339622642,1.807499295,2.452830189,2.080736165
1,low_entitlement,26011,survey-text,6,216511,0.0-6.0,28185,group2,"Hey, (room-mate's name), could you do me a favor and take me to my doctor's appointment? I'll reimburse you for gas.",M,Female,30,EM,low,non_institutional,M,4.698113208,1.866556946,4.188679245,2.08526519,5.339622642,1.807499295,2.452830189,2.080736165
1,low_entitlement,17223,survey-text,8,192421,0.0-8.0,637,group2,Hey could you please drive me to the doctor I don't have a ride.,M,Male,24,,low,non_institutional,M,4.698113208,1.866556946,4.188679245,2.08526519,5.339622642,1.807499295,2.452830189,2.080736165
1,low_entitlement,71549,survey-text,3,157949,0.0-3.0,80139,group2,Hallo Sara could you drop me to my doctor clinic because i have an appointment.,M,Male,36,,low,non_institutional,M,4.698113208,1.866556946,4.188679245,2.08526519,5.339622642,1.807499295,2.452830189,2.080736165
1,low_entitlement,31953,survey-text,8,408297,0.0-8.0,6322,group2,"Hey, could you take me to the doctor by any chance? I'll buy lunch.",M,Female,37,,low,non_institutional,M,4.698113208,1.866556946,4.188679245,2.08526519,5.339622642,1.807499295,2.452830189,2.080736165
1,low_entitlement,27342,survey-text,9,426869,0.0-9.0,70965,group2,"Could you drive me to the doctor, please.",M,Male,23,,low,non_institutional,M,4.698113208,1.866556946,4.188679245,2.08526519,5.339622642,1.807499295,2.452830189,2.080736165
2,high_entitlement,57411,survey-text,6,598384,0.0-6.0,61890,group2,Water? Where is the water?,D,Female,32,,high,non_institutional,D,5.660377358,1.818107598,3.301886792,1.90732299,5.811320755,1.5573227,2.547169811,1.886857764
2,high_entitlement,36380,survey-text,4,180514,0.0-4.0,16483,group2,please help me to get some water I am dying.,D,Female,28,D,high,non_institutional,D,5.660377358,1.818107598,3.301886792,1.90732299,5.811320755,1.5573227,2.547169811,1.886857764
2,high_entitlement,125748,survey-text,6,438753,0.0-6.0,52915,group2,"Oh my gosh, I got lost and I am so thirsty. Can I have some water, please?",M,Female,48,,high,non_institutional,M,5.660377358,1.818107598,3.301886792,1.90732299,5.811320755,1.5573227,2.547169811,1.886857764
2,high_entitlement,13009,survey-text,2,59150,0.0-2.0,33002,group2,"Get me some water, will ya?",M,Female,27,D,high,non_institutional,M,5.660377358,1.818107598,3.301886792,1.90732299,5.811320755,1.5573227,2.547169811,1.886857764
2,high_entitlement,66125,survey-text,5,498397,0.0-5.0,21098,group2,"I got lost for several hour and I am so dehydrated, could you kindly fetch me some water to drink?",M,Male,26,M,high,non_institutional,M,5.660377358,1.818107598,3.301886792,1.90732299,5.811320755,1.5573227,2.547169811,1.886857764
2,high_entitlement,20817,survey-text,9,290530,0.0-9.0,28185,group2,"(Friend's name), could you please get me some water? I am very thirsty.",M,Female,30,M,high,non_institutional,M,5.660377358,1.818107598,3.301886792,1.90732299,5.811320755,1.5573227,2.547169811,1.886857764
2,high_entitlement,15249,survey-text,5,125413,0.0-5.0,28397,group2,I NEED WATER!,D,Male,34,IS,high,non_institutional,D,5.660377358,1.818107598,3.301886792,1.90732299,5.811320755,1.5573227,2.547169811,1.886857764
2,high_entitlement,60149,survey-text,5,263114,0.0-5.0,70965,group2,"Help me, please, I need water, I'm dying.  ",D,Male,23,,high,non_institutional,D,5.660377358,1.818107598,3.301886792,1.90732299,5.811320755,1.5573227,2.547169811,1.886857764
2,high_entitlement,11580,survey-text,7,236939,0.0-7.0,97848,group2,I need water now.,D,Female,35,,high,non_institutional,D,5.660377358,1.818107598,3.301886792,1.90732299,5.811320755,1.5573227,2.547169811,1.886857764
2,high_entitlement,36139,survey-text,2,85398,0.0-2.0,80139,group2,buddy please get me water and i am very thirsty after a long walking.,D,Male,36,,high,non_institutional,D,5.660377358,1.818107598,3.301886792,1.90732299,5.811320755,1.5573227,2.547169811,1.886857764
2,high_entitlement,23780,survey-text,5,209423,0.0-5.0,72733,group2,hey man i need water asap. feeling completely dehydrated.,D,Male,25,,high,non_institutional,D,5.660377358,1.818107598,3.301886792,1.90732299,5.811320755,1.5573227,2.547169811,1.886857764
2,high_entitlement,15102,survey-text,6,229377,0.0-6.0,3590,group2,Could you please get me some water?,M,Female,47,,high,non_institutional,M,5.660377358,1.818107598,3.301886792,1.90732299,5.811320755,1.5573227,2.547169811,1.886857764
2,high_entitlement,24697,survey-text,6,323397,0.0-6.0,28470,group2,"Hurry, i'm nearly dehydrated and in dire need of water!",D,Male,39,IS,high,non_institutional,D,5.660377358,1.818107598,3.301886792,1.90732299,5.811320755,1.5573227,2.547169811,1.886857764
2,high_entitlement,30582,survey-text,6,359930,0.0-6.0,44058,group2,"""Water, please?""",D,Female,26,,high,non_institutional,D,5.660377358,1.818107598,3.301886792,1.90732299,5.811320755,1.5573227,2.547169811,1.886857764
2,high_entitlement,21479,survey-text,3,61535,0.0-3.0,82481,group2,May I please have a drink?,M,Female,30,,high,non_institutional,M,5.660377358,1.818107598,3.301886792,1.90732299,5.811320755,1.5573227,2.547169811,1.886857764
2,high_entitlement,60863,survey-text,7,441290,0.0-7.0,65324,group2,"Could you please get me some water, I have been lost in the woods and I am severely dehydrated.",M,Male,43,,high,non_institutional,M,5.660377358,1.818107598,3.301886792,1.90732299,5.811320755,1.5573227,2.547169811,1.886857764
2,high_entitlement,9752,survey-text,6,85139,0.0-6.0,81728,group2,I desperately need some water,D,Male,28,,high,non_institutional,D,5.660377358,1.818107598,3.301886792,1.90732299,5.811320755,1.5573227,2.547169811,1.886857764
2,high_entitlement,58727,survey-text,4,199319,0.0-4.0,5333,group2,can i have some water please,M,Female,30,,high,non_institutional,M,5.660377358,1.818107598,3.301886792,1.90732299,5.811320755,1.5573227,2.547169811,1.886857764
2,high_entitlement,54593,survey-text,2,93757,0.0-2.0,6083,group2,"Buddy, get me some water quick please, I really need it.",D,Male,43,,high,non_institutional,D,5.660377358,1.818107598,3.301886792,1.90732299,5.811320755,1.5573227,2.547169811,1.886857764
2,high_entitlement,65864,survey-text,3,258046,0.0-3.0,81995,group2,"I need water, can you get me some?",M,Male,28,,high,non_institutional,M,5.660377358,1.818107598,3.301886792,1.90732299,5.811320755,1.5573227,2.547169811,1.886857764
2,high_entitlement,27110,survey-text,9,436409,0.0-9.0,6322,group2,"I got lost! Water, please!",D,Female,37,,high,non_institutional,D,5.660377358,1.818107598,3.301886792,1.90732299,5.811320755,1.5573227,2.547169811,1.886857764
2,high_entitlement,42558,survey-text,7,334163,0.0-7.0,3378,group2,I got completely dehydrated bro pass me the water bottle,D,Male,28,D,high,non_institutional,D,5.660377358,1.818107598,3.301886792,1.90732299,5.811320755,1.5573227,2.547169811,1.886857764
2,high_entitlement,29958,survey-text,6,202680,0.0-6.0,59374,group2,Water!,D,Male,32,,high,non_institutional,D,5.660377358,1.818107598,3.301886792,1.90732299,5.811320755,1.5573227,2.547169811,1.886857764
2,high_entitlement,143531,survey-text,3,247114,0.0-3.0,27830,group2,"I need water badly, i am dying of thirst. Please get me water immediately.",D,Female,37,D,high,non_institutional,D,5.660377358,1.818107598,3.301886792,1.90732299,5.811320755,1.5573227,2.547169811,1.886857764
2,high_entitlement,24718,survey-text,5,152728,0.0-5.0,71619,group2,"Hey, do you have a bottle of water I could have?  I'm so thirsty.",M,Female,43,,high,non_institutional,M,5.660377358,1.818107598,3.301886792,1.90732299,5.811320755,1.5573227,2.547169811,1.886857764
2,high_entitlement,29910,survey-text,6,276533,0.0-6.0,27203,group2,Could I get some water please? I've been out for a few hours.,M,Male,27,M,high,non_institutional,M,5.660377358,1.818107598,3.301886792,1.90732299,5.811320755,1.5573227,2.547169811,1.886857764
2,high_entitlement,25358,survey-text,9,376309,0.0-9.0,30463,group2,"Hi, I got lost in the forest and am really thirsty, can you get me some water?",M,Male,29,M,high,non_institutional,M,5.660377358,1.818107598,3.301886792,1.90732299,5.811320755,1.5573227,2.547169811,1.886857764
2,high_entitlement,67013,survey-text,6,717627,0.0-6.0,29623,group2,I think I'm going to faint. Can you please get me some water before I faint?,M,Male,29,M,high,non_institutional,M,5.660377358,1.818107598,3.301886792,1.90732299,5.811320755,1.5573227,2.547169811,1.886857764
2,high_entitlement,30244,survey-text,8,329106,0.0-8.0,68135,group2,"I'm dying of thirst, can you please give me some water?",M,Female,50,,high,non_institutional,M,5.660377358,1.818107598,3.301886792,1.90732299,5.811320755,1.5573227,2.547169811,1.886857764
2,high_entitlement,29268,survey-text,8,386889,0.0-8.0,79786,group2,"I need water, please.",D,Female,42,,high,non_institutional,D,5.660377358,1.818107598,3.301886792,1.90732299,5.811320755,1.5573227,2.547169811,1.886857764
2,high_entitlement,14080,survey-text,8,300064,0.0-8.0,94617,group2,Can you please get me some water? I'm so thirsty.,M,Male,34,,high,non_institutional,M,5.660377358,1.818107598,3.301886792,1.90732299,5.811320755,1.5573227,2.547169811,1.886857764
2,high_entitlement,14205,survey-text,3,120310,0.0-3.0,637,group2,Hey could you get me some water please I'm dying?,M,Male,24,,high,non_institutional,M,5.660377358,1.818107598,3.301886792,1.90732299,5.811320755,1.5573227,2.547169811,1.886857764
2,high_entitlement,147866,survey-text,3,280068,0.0-3.0,79949,group2,"Hey, __friend__. I got lost and ran out of water. Could you bring me some water? Dehydration is starting to kick in.",M,Male,35,,high,non_institutional,M,5.660377358,1.818107598,3.301886792,1.90732299,5.811320755,1.5573227,2.547169811,1.886857764
2,high_entitlement,35087,survey-text,2,108019,0.0-2.0,51195,group2,I haven't had water in hours. Would you please get me some water?!,M,Female,39,,high,non_institutional,M,5.660377358,1.818107598,3.301886792,1.90732299,5.811320755,1.5573227,2.547169811,1.886857764
2,low_entitlement,60453,survey-text,7,482061,0.0-7.0,63746,group1,Would you mind bringing me some water from the table over there?,M,Male,59,,low,non_institutional,M,5.395833333,2.028935192,2.625,1.996006652,4.29787234,1.428207962,2.5625,1.820757967
2,low_entitlement,25235,survey-text,8,256280,0.0-8.0,37109,group1,"Bob, can you get me a bottle of water while your up?",M,Female,33,,low,non_institutional,M,5.395833333,2.028935192,2.625,1.996006652,4.29787234,1.428207962,2.5625,1.820757967
2,low_entitlement,26751,survey-text,2,39707,0.0-2.0,36913,group1,will you please give me a glass of water?,M,Male,30,,low,non_institutional,M,5.395833333,2.028935192,2.625,1.996006652,4.29787234,1.428207962,2.5625,1.820757967
2,low_entitlement,11206,survey-text,9,272547,0.0-9.0,21894,group1,Would you get me a water please? ,M,Female,44,M,low,non_institutional,M,5.395833333,2.028935192,2.625,1.996006652,4.29787234,1.428207962,2.5625,1.820757967
2,low_entitlement,28745,survey-text,8,237631,0.0-8.0,10498,group1,"Can you bring me some water, pretty please?",M,Male,48,M,low,non_institutional,M,5.395833333,2.028935192,2.625,1.996006652,4.29787234,1.428207962,2.5625,1.820757967
